# N_meas, boundary1 (mm), 2 (mm), pump rate (ul/min)
01 10.10902 0.09098 750.00000
02 9.83594 0.36406 750.00000
03 9.83646 0.36354 750.00000
04 9.79504 0.40496 700.00000
05 9.71862 0.48138 700.00000
06 9.99119 0.20881 700.00000
07 9.69583 0.50417 650.00000
08 9.80537 0.39463 650.00000
09 9.59502 0.60498 650.00000
10 9.70126 0.49874 600.00000
11 9.62709 0.57291 600.00000
12 9.63871 0.56129 600.00000
13 9.63026 0.56974 550.00000
15 9.60717 0.59283 550.00000
16 9.58878 0.61122 500.00000
17 9.61062 0.58938 500.00000
18 9.70812 0.49188 500.00000
19 9.69234 0.50766 450.00000
20 9.65236 0.54764 450.00000
21 9.73069 0.46931 450.00000
22 9.65574 0.54426 400.00000
23 9.64616 0.55384 400.00000
24 9.67579 0.52421 400.00000
25 9.71055 0.48945 350.00000
26 9.77398 0.42602 350.00000
27 9.72743 0.47257 350.00000
